Year,Month,Date,ISO,ISO_Name,Region,Demand_MWh,Total_Generation_MWh,Generation_Coal_MWh,Generation_Natural_Gas_MWh,Generation_Nuclear_MWh,Generation_Wind_MWh,Generation_Solar_MWh,Generation_Hydro_MWh,Generation_Biomass_MWh,Generation_Other_MWh,Mix_Coal_%,Mix_Natural_Gas_%,Mix_Nuclear_%,Mix_Wind_%,Mix_Solar_%,Mix_Hydro_%,Mix_Biomass_%,Mix_Other_%
2018,8,2018-08-01,MISO,Midcontinent ISO,Midwest,129833843.74,119587269.07,38404224.3,33120309.05,16453755.45,12198111.75,4256810.38,10801420.81,2926126.8,1426510.53,32.11,27.7,13.76,10.2,3.56,9.03,2.45,1.19
2018,8,2018-08-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,146720655.87,164099652.06,42560418.61,43615217.07,44145571.15,13059231.15,3985962.04,12094761.08,3371083.01,1267407.94,25.94,26.58,26.9,7.96,2.43,7.37,2.05,0.77
2018,8,2018-08-01,SPP,Southwest Power Pool,South-Central,101043568.45,111859261.76,38087464.63,30628362.34,11683964.65,18791854.89,7128657.39,2187223.4,2217929.22,1133805.23,34.05,27.38,10.45,16.8,6.37,1.96,1.98,1.01
2018,8,2018-08-01,WECC,Western Electricity Coordinating Council,Western,157819185.86,166338640.32,45500590.69,42300693.75,18209800.01,16935505.78,12064945.94,26845839.69,2832223.98,1649040.47,27.35,25.43,10.95,10.18,7.25,16.14,1.7,0.99
2018,8,2018-08-01,NY_ISO,New York ISO,Northeast,25134887.51,24723629.26,7911805.44,7126180.84,2767591.93,2254735.96,715608.48,3169733.88,527555.9,250416.84,32.0,28.82,11.19,9.12,2.89,12.82,2.13,1.01
2018,8,2018-08-01,ISO_NE,ISO New England,Northeast,26175030.86,29955635.12,9125158.08,6031463.35,8814372.64,2330812.97,732267.92,2144459.43,524646.49,252454.26,30.46,20.13,29.42,7.78,2.44,7.16,1.75,0.84
2018,9,2018-09-01,CAISO,California ISO,Western,44084666.53,47545313.83,14741443.89,12478864.53,4669209.0,4759665.56,3325977.96,6303523.12,796655.02,469974.76,31.01,26.25,9.82,10.01,7.0,13.26,1.68,0.99
2018,9,2018-09-01,ERCOT,ERCOT (Texas),South,54741766.15,52719562.13,16144933.03,16454388.61,5814795.21,9400202.4,1841595.48,1402940.29,1166926.46,493780.65,30.62,31.21,11.03,17.83,3.49,2.66,2.21,0.94
2018,9,2018-09-01,MISO,Midcontinent ISO,Midwest,140952601.58,133776950.89,45622109.56,35899553.93,16553613.5,13854293.77,4049582.92,13709645.74,2755528.68,1332622.79,34.1,26.84,12.37,10.36,3.03,10.25,2.06,1.0
2018,9,2018-09-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,127715117.66,152181264.52,44895340.46,35549096.39,41090205.2,14179319.41,3715544.63,8971685.26,2378363.79,1401709.37,29.5,23.36,27.0,9.32,2.44,5.9,1.56,0.92
2018,9,2018-09-01,SPP,Southwest Power Pool,South-Central,103296697.62,103891091.97,30605500.92,31948642.15,10639525.26,17480160.66,8111907.36,2224510.01,1813022.36,1067823.26,29.46,30.75,10.24,16.83,7.81,2.14,1.75,1.03
2018,9,2018-09-01,WECC,Western Electricity Coordinating Council,Western,140119656.42,144478634.77,47886605.83,32545417.15,18785241.59,15022739.66,10811096.94,14929780.55,3148956.06,1348797.0,33.14,22.53,13.0,10.4,7.48,10.33,2.18,0.93
2018,9,2018-09-01,NY_ISO,New York ISO,Northeast,27122478.77,26795045.9,8225814.1,6269763.28,3588798.95,2374088.87,857957.51,4720072.66,491986.65,266563.88,30.7,23.4,13.39,8.86,3.2,17.62,1.84,0.99
2018,9,2018-09-01,ISO_NE,ISO New England,Northeast,26130890.95,31989302.88,8573775.77,6770813.38,10212738.78,2482316.75,673703.41,2488807.6,532362.31,254784.87,26.8,21.17,31.93,7.76,2.11,7.78,1.66,0.8
2018,10,2018-10-01,CAISO,California ISO,Western,44835935.69,46839457.09,12892474.32,11719251.95,4672834.93,4398998.22,3216678.82,8636770.78,884631.16,417816.9,27.52,25.02,9.98,9.39,6.87,18.44,1.89,0.89
2018,10,2018-10-01,ERCOT,ERCOT (Texas),South,57961014.83,56763518.7,19073146.73,16066744.06,7344772.26,9849573.9,1505238.39,1189947.87,1104452.07,629643.42,33.6,28.3,12.94,17.35,2.65,2.1,1.95,1.11
2018,10,2018-10-01,MISO,Midcontinent ISO,Midwest,121776552.68,119961930.39,43416529.69,29207555.74,15412664.72,13567225.66,3768645.69,10876530.94,2579925.1,1132852.84,36.19,24.35,12.85,11.31,3.14,9.07,2.15,0.94
2018,10,2018-10-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,143833045.46,183017352.14,53417905.48,38282273.34,54219246.44,16134557.68,3967961.15,12795236.41,2675715.03,1524456.61,29.19,20.92,29.63,8.82,2.17,6.99,1.46,0.83
2018,10,2018-10-01,SPP,Southwest Power Pool,South-Central,108671951.74,114617043.61,34167524.45,32988948.39,14284992.47,21046953.2,6636382.29,2061502.76,2248910.29,1181829.76,29.81,28.78,12.46,18.36,5.79,1.8,1.96,1.03
2018,10,2018-10-01,WECC,Western Electricity Coordinating Council,Western,162320760.6,174324094.67,54382198.55,47714349.2,21065023.48,14426556.99,12322804.1,19515937.87,3088995.41,1808229.07,31.2,27.37,12.08,8.28,7.07,11.2,1.77,1.04
2018,10,2018-10-01,NY_ISO,New York ISO,Northeast,27774417.18,30612821.76,9686658.0,8059340.03,3451018.52,2837339.64,752965.7,5024140.39,512619.91,288739.57,31.64,26.33,11.27,9.27,2.46,16.41,1.67,0.94
2018,10,2018-10-01,ISO_NE,ISO New England,Northeast,23095189.72,25876110.17,7178900.13,6788650.24,6897933.17,1967805.79,716242.31,1614579.67,497238.54,214760.32,27.74,26.24,26.66,7.6,2.77,6.24,1.92,0.83
2018,11,2018-11-01,CAISO,California ISO,Western,48334726.18,49724385.66,14050219.02,14111237.78,5096401.75,4417957.97,3689276.83,6841155.01,970188.71,547948.6,28.26,28.38,10.25,8.88,7.42,13.76,1.95,1.1
2018,11,2018-11-01,ERCOT,ERCOT (Texas),South,62893116.5,66548208.62,22473964.61,19112109.45,7795053.27,12467624.33,1733494.83,1189406.89,1120917.44,655637.8,33.77,28.72,11.71,18.73,2.6,1.79,1.68,0.99
2018,11,2018-11-01,MISO,Midcontinent ISO,Midwest,123127590.99,118088459.36,42778814.39,32419412.74,13936276.06,11377567.64,3585765.62,10759390.1,2181506.75,1049726.05,36.23,27.45,11.8,9.63,3.04,9.11,1.85,0.89
2018,11,2018-11-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,138190556.19,169487809.44,39647380.9,41807733.29,54210186.98,13153894.27,3675830.71,12594854.73,3121227.05,1276701.52,23.39,24.67,31.98,7.76,2.17,7.43,1.84,0.75
2018,11,2018-11-01,SPP,Southwest Power Pool,South-Central,94057638.68,94566845.53,32612662.98,22768208.97,10364733.41,17147580.42,7010860.41,2022097.98,1674705.72,965995.66,34.49,24.08,10.96,18.13,7.41,2.14,1.77,1.02
2018,11,2018-11-01,WECC,Western Electricity Coordinating Council,Western,145082958.25,144742422.3,41769156.29,36521633.38,15429147.46,13275985.86,10996554.01,22015670.97,3116426.52,1617847.81,28.86,25.23,10.66,9.17,7.6,15.21,2.15,1.12
2018,11,2018-11-01,NY_ISO,New York ISO,Northeast,27536929.88,29340338.29,9210889.57,6596205.8,3780674.27,2654912.55,796206.55,5444970.59,557293.93,299185.03,31.39,22.48,12.89,9.05,2.71,18.56,1.9,1.02
2018,11,2018-11-01,ISO_NE,ISO New England,Northeast,23599981.63,29271530.69,8841875.49,6279748.08,9158911.1,2058683.88,618587.75,1601840.7,465478.02,246405.65,30.21,21.45,31.29,7.03,2.11,5.47,1.59,0.84
2018,12,2018-12-01,CAISO,California ISO,Western,41970854.24,43447931.15,13300870.55,10057257.38,5300065.61,3575620.4,2882741.1,7168887.65,715243.81,447244.65,30.61,23.15,12.2,8.23,6.63,16.5,1.65,1.03
2018,12,2018-12-01,ERCOT,ERCOT (Texas),South,66453663.23,62635509.75,21233387.5,16497322.37,7664593.48,12051340.01,1968757.05,1166279.59,1295913.88,757915.86,33.9,26.34,12.24,19.24,3.14,1.86,2.07,1.21
2018,12,2018-12-01,MISO,Midcontinent ISO,Midwest,151312920.65,149898313.33,52528440.78,43801129.0,18666622.95,15133464.34,4269534.84,11304210.27,2604388.65,1590522.5,35.04,29.22,12.45,10.1,2.85,7.54,1.74,1.06
2018,12,2018-12-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,136188175.3,166367213.65,50643772.81,31908534.28,53700352.29,13218826.48,3650939.61,8842450.73,2897930.72,1504406.73,30.44,19.18,32.28,7.95,2.19,5.32,1.74,0.9
2018,12,2018-12-01,SPP,Southwest Power Pool,South-Central,107507710.74,110453776.77,31582744.75,28655986.85,14624699.61,22693393.37,6986267.78,2501119.66,2289171.77,1120392.99,28.59,25.94,13.24,20.55,6.33,2.26,2.07,1.01
2018,12,2018-12-01,WECC,Western Electricity Coordinating Council,Western,145989964.09,150034369.65,44599447.47,37561176.03,18230400.58,14049156.08,8999985.43,22395535.65,2889075.66,1309592.73,29.73,25.04,12.15,9.36,6.0,14.93,1.93,0.87
2018,12,2018-12-01,NY_ISO,New York ISO,Northeast,26926224.73,24946091.06,7781337.55,6490495.1,3075110.44,2797375.19,696675.0,3252518.03,548400.41,304179.34,31.19,26.02,12.33,11.21,2.79,13.04,2.2,1.22
2018,12,2018-12-01,ISO_NE,ISO New England,Northeast,26849328.46,31570109.17,9350342.93,7212326.11,8819879.01,2532649.55,748718.47,2200740.21,466637.36,238815.52,29.62,22.85,27.94,8.02,2.37,6.97,1.48,0.76
2019,1,2019-01-01,CAISO,California ISO,Western,54611504.04,62433787.73,19662092.29,15896863.13,6625653.49,5287494.42,5066208.31,8332362.9,1021409.58,541703.62,31.49,25.46,10.61,8.47,8.11,13.35,1.64,0.87
2019,1,2019-01-01,ERCOT,ERCOT (Texas),South,78262774.48,75752317.94,25565918.74,19472365.72,9807838.86,14224968.93,3029869.57,1515246.33,1368774.33,767335.47,33.75,25.71,12.95,18.78,4.0,2.0,1.81,1.01
2019,1,2019-01-01,MISO,Midcontinent ISO,Midwest,161376931.55,165128538.13,53293207.41,43746953.08,20450533.18,19400701.48,6958608.55,16388170.03,3444337.29,1446027.11,32.27,26.49,12.38,11.75,4.21,9.92,2.09,0.88
2019,1,2019-01-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,194900786.65,235083553.69,63069422.89,49745685.37,69415954.97,23634981.83,6933402.39,16253383.45,4334798.07,1695924.72,26.83,21.16,29.53,10.05,2.95,6.91,1.84,0.72
2019,1,2019-01-01,SPP,Southwest Power Pool,South-Central,121150438.17,128103026.77,39792436.5,32708016.01,15039935.28,22438438.19,11912614.07,2843895.9,2208338.82,1159352.0,31.06,25.53,11.74,17.52,9.3,2.22,1.72,0.91
2019,1,2019-01-01,WECC,Western Electricity Coordinating Council,Western,177042030.25,198382862.89,63197359.13,53592235.46,18898215.31,16628007.12,16533104.9,24285598.0,3398048.56,1850294.41,31.86,27.01,9.53,8.38,8.33,12.24,1.71,0.93
2019,1,2019-01-01,NY_ISO,New York ISO,Northeast,31719901.66,31362215.58,9050631.95,7972153.0,3726912.92,3632188.25,1384726.51,4599567.8,654718.34,341316.82,28.86,25.42,11.88,11.58,4.42,14.67,2.09,1.09
2019,1,2019-01-01,ISO_NE,ISO New England,Northeast,30960003.83,35010581.6,8980087.02,7476316.34,10915575.59,3065599.47,1414949.76,2326849.75,528094.63,303109.05,25.65,21.35,31.18,8.76,4.04,6.65,1.51,0.87
2019,2,2019-02-01,CAISO,California ISO,Western,39726774.4,44939649.75,14157839.29,11302737.43,4490751.55,4528049.12,3619156.47,5623985.25,803370.19,413760.45,31.5,25.15,9.99,10.08,8.05,12.51,1.79,0.92
2019,2,2019-02-01,ERCOT,ERCOT (Texas),South,58237983.45,61657322.79,18535690.74,17602876.27,7353334.76,12695405.03,2559808.54,1210734.75,1188631.91,510840.79,30.06,28.55,11.93,20.59,4.15,1.96,1.93,0.83
2019,2,2019-02-01,MISO,Midcontinent ISO,Midwest,133399505.74,121857547.59,37989963.63,35403905.38,14566406.81,15094097.45,6074914.34,8496224.5,2824521.73,1407513.75,31.18,29.05,11.95,12.39,4.99,6.97,2.32,1.16
2019,2,2019-02-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,137424167.8,156732928.7,39468645.17,37196728.8,44992183.09,15932203.81,6068265.15,9113282.29,2692902.88,1268717.5,25.18,23.73,28.71,10.17,3.87,5.81,1.72,0.81
2019,2,2019-02-01,SPP,Southwest Power Pool,South-Central,102190389.56,106974068.42,32725848.41,27235437.52,12165153.77,20992344.67,9193029.28,1752457.08,1784899.73,1124897.97,30.59,25.46,11.37,19.62,8.59,1.64,1.67,1.05
2019,2,2019-02-01,WECC,Western Electricity Coordinating Council,Western,145952454.53,159608067.19,41777060.95,40906780.68,19510410.01,15371690.65,12784781.18,24525089.52,3350354.52,1381899.69,26.17,25.63,12.22,9.63,8.01,15.37,2.1,0.87
2019,2,2019-02-01,NY_ISO,New York ISO,Northeast,23514232.12,26036732.86,8153577.24,5922893.27,2658781.73,2908677.52,1059867.09,4590377.11,506172.78,236386.11,31.32,22.75,10.21,11.17,4.07,17.63,1.94,0.91
2019,2,2019-02-01,ISO_NE,ISO New England,Northeast,24031879.0,28292998.98,7812601.57,6608606.7,7543244.73,2515998.69,1088403.13,2082872.74,436860.24,204411.17,27.61,23.36,26.66,8.89,3.85,7.36,1.54,0.72
2019,3,2019-03-01,CAISO,California ISO,Western,45735318.45,53611353.68,16226302.2,13408542.66,5092767.19,5609961.15,4211494.62,7761313.62,895135.2,405837.05,30.27,25.01,9.5,10.46,7.86,14.48,1.67,0.76
2019,3,2019-03-01,ERCOT,ERCOT (Texas),South,67040962.86,65671362.34,22271084.04,16428401.92,7088053.29,13898459.5,2778157.17,1205706.42,1361782.07,639717.91,33.91,25.02,10.79,21.16,4.23,1.84,2.07,0.97
2019,3,2019-03-01,MISO,Midcontinent ISO,Midwest,151325422.42,150488915.48,52715993.31,41752073.19,20534592.91,14892243.42,5736216.54,9976986.17,3256010.19,1624799.74,35.03,27.74,13.65,9.9,3.81,6.63,2.16,1.08
2019,3,2019-03-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,155132566.67,202414112.21,52506771.13,46771717.21,62029741.11,17883177.21,6032854.66,12414550.16,3375600.69,1399700.04,25.94,23.11,30.64,8.83,2.98,6.13,1.67,0.69
2019,3,2019-03-01,SPP,Southwest Power Pool,South-Central,110680262.1,126543628.21,38457167.14,34374079.81,12251464.29,25435582.86,10433787.12,2375252.35,2128078.65,1088215.98,30.39,27.16,9.68,20.1,8.25,1.88,1.68,0.86
2019,3,2019-03-01,WECC,Western Electricity Coordinating Council,Western,152385536.26,150716570.25,42449072.72,41910551.93,17360492.77,14950604.03,12828311.12,16576173.69,2985562.11,1655801.87,28.16,27.81,11.52,9.92,8.51,11.0,1.98,1.1
2019,3,2019-03-01,NY_ISO,New York ISO,Northeast,28305234.99,26514996.38,8196024.85,6885424.29,3033092.38,2984552.1,1072448.19,3487763.09,609734.81,245956.66,30.91,25.97,11.44,11.26,4.04,13.15,2.3,0.93
2019,3,2019-03-01,ISO_NE,ISO New England,Northeast,23713234.92,29786814.85,6646371.82,7521232.43,9309451.8,2752681.78,881786.11,1967557.74,437231.85,270501.32,22.31,25.25,31.25,9.24,2.96,6.61,1.47,0.91
2019,4,2019-04-01,CAISO,California ISO,Western,46547166.29,52900507.61,16282864.36,13130346.47,5889543.43,4511008.18,4546771.42,7078788.12,967266.27,493919.35,30.78,24.82,11.13,8.53,8.59,13.38,1.83,0.93
2019,4,2019-04-01,ERCOT,ERCOT (Texas),South,57090022.48,57907690.85,19447445.18,16765005.11,5900162.5,10669800.02,2366081.9,1203108.69,1003585.84,552501.61,33.58,28.95,10.19,18.43,4.09,2.08,1.73,0.95
2019,4,2019-04-01,MISO,Midcontinent ISO,Midwest,141452925.95,133805942.14,46046619.9,37655353.07,15864842.94,13281339.97,5249922.5,11930899.31,2491004.35,1285960.1,34.41,28.14,11.86,9.93,3.92,8.92,1.86,0.96
2019,4,2019-04-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,138073765.48,178468595.26,44124161.32,40417448.06,54072499.93,17036724.3,5981370.94,12532939.34,3003322.09,1300129.27,24.72,22.65,30.3,9.55,3.35,7.02,1.68,0.73
2019,4,2019-04-01,SPP,Southwest Power Pool,South-Central,93409567.27,102077662.64,33983480.59,25174401.5,11966896.76,16788321.66,9910758.27,1621015.91,1741785.29,891002.66,33.29,24.66,11.72,16.45,9.71,1.59,1.71,0.87
2019,4,2019-04-01,WECC,Western Electricity Coordinating Council,Western,134338127.08,141470822.28,39052293.61,36090342.61,15789950.92,15922903.13,12986301.95,17676441.9,2690883.11,1261705.05,27.6,25.51,11.16,11.26,9.18,12.49,1.9,0.89
2019,4,2019-04-01,NY_ISO,New York ISO,Northeast,24581832.62,27411005.9,7640205.51,7397081.46,3230728.04,3033822.75,848576.84,4448422.24,542785.57,269383.49,27.87,26.99,11.79,11.07,3.1,16.23,1.98,0.98
2019,4,2019-04-01,ISO_NE,ISO New England,Northeast,23085274.48,30032281.83,7577926.59,7262385.92,9282481.36,2393930.26,789061.55,2040307.14,459242.28,226946.75,25.23,24.18,30.91,7.97,2.63,6.79,1.53,0.76
2019,5,2019-05-01,CAISO,California ISO,Western,47935945.27,51087071.75,14793691.92,13169766.63,6339964.71,5436208.54,3962196.41,5813793.99,1061920.16,509529.39,28.96,25.78,12.41,10.64,7.76,11.38,2.08,1.0
2019,5,2019-05-01,ERCOT,ERCOT (Texas),South,61887828.39,59813945.39,20400577.5,15680245.88,6790462.85,11444558.5,2511440.96,1306492.65,1144322.04,535845.02,34.11,26.22,11.35,19.13,4.2,2.18,1.91,0.9
2019,5,2019-05-01,MISO,Midcontinent ISO,Midwest,128833388.69,119887818.17,38408604.09,31969463.29,17618137.57,12376765.3,4498515.36,10957472.79,2822227.67,1236632.1,32.04,26.67,14.7,10.32,3.75,9.14,2.35,1.03
2019,5,2019-05-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,137954025.43,161610303.79,43758448.82,43568462.93,41212519.84,13689341.55,4834644.08,10727651.37,2353660.01,1465575.19,27.08,26.96,25.5,8.47,2.99,6.64,1.46,0.91
2019,5,2019-05-01,SPP,Southwest Power Pool,South-Central,106576531.47,119567535.66,37966560.27,33121626.42,11559409.25,21633920.85,10344415.35,1996073.48,1938487.04,1007043.01,31.75,27.7,9.67,18.09,8.65,1.67,1.62,0.84
2019,5,2019-05-01,WECC,Western Electricity Coordinating Council,Western,143692396.54,161403252.6,50112833.83,34789441.77,19048488.15,14164087.31,12775610.28,26105322.38,2804764.4,1602704.48,31.05,21.55,11.8,8.78,7.92,16.17,1.74,0.99
2019,5,2019-05-01,NY_ISO,New York ISO,Northeast,29277574.86,30604569.85,8850625.85,8812952.94,3270109.8,3542057.31,1193717.49,4059620.73,576029.43,299456.29,28.92,28.8,10.69,11.57,3.9,13.26,1.88,0.98
2019,5,2019-05-01,ISO_NE,ISO New England,Northeast,24334379.57,32004173.38,8138442.27,7599349.6,9752709.03,2775956.63,1110527.61,1823638.31,533157.43,270392.5,25.43,23.74,30.47,8.67,3.47,5.7,1.67,0.84
2019,6,2019-06-01,CAISO,California ISO,Western,42256275.24,43742079.61,11592331.09,11007204.95,5688538.77,4191289.11,4302118.03,5846806.05,736714.87,377076.74,26.5,25.16,13.0,9.58,9.84,13.37,1.68,0.86
2019,6,2019-06-01,ERCOT,ERCOT (Texas),South,55840718.24,56805280.5,17958920.67,13513045.63,7417868.28,13097769.07,2276518.71,956710.67,1065749.39,518698.08,31.61,23.79,13.06,23.06,4.01,1.68,1.88,0.91
2019,6,2019-06-01,MISO,Midcontinent ISO,Midwest,146574396.21,145373371.69,45597036.76,41927165.83,19790246.96,16525768.41,6188502.8,11149918.25,2657647.77,1537084.92,31.37,28.84,13.61,11.37,4.26,7.67,1.83,1.06
2019,6,2019-06-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,141296714.34,171683633.67,49649287.49,33988629.19,53472852.51,14163788.14,6252268.43,9866112.44,2739920.42,1550775.05,28.92,19.8,31.15,8.25,3.64,5.75,1.6,0.9
2019,6,2019-06-01,SPP,Southwest Power Pool,South-Central,104280458.72,117802223.42,37851382.56,32830979.56,11680142.5,20017042.36,9800022.37,2671148.77,1968692.42,982812.88,32.13,27.87,9.92,16.99,8.32,2.27,1.67,0.83
2019,6,2019-06-01,WECC,Western Electricity Coordinating Council,Western,161559792.07,177508746.2,54739312.81,39394090.63,16812351.16,19313422.46,16469751.83,26093827.26,3110199.11,1575790.93,30.84,22.19,9.47,10.88,9.28,14.7,1.75,0.89
2019,6,2019-06-01,NY_ISO,New York ISO,Northeast,28597484.78,28741992.52,9481578.45,6874130.7,3778660.75,3504568.15,994613.94,3295628.75,532250.33,280561.45,32.99,23.92,13.15,12.19,3.46,11.47,1.85,0.98
2019,6,2019-06-01,ISO_NE,ISO New England,Northeast,22589584.57,25283176.05,6835888.22,5891127.4,6774681.07,2278138.13,770112.72,2028060.37,485626.0,219542.13,27.04,23.3,26.8,9.01,3.05,8.02,1.92,0.87
2019,7,2019-07-01,CAISO,California ISO,Western,53254752.52,60750668.87,18970116.02,13454669.76,7215945.78,5908787.71,5522421.04,8009979.64,1129899.52,538849.39,31.23,22.15,11.88,9.73,9.09,13.19,1.86,0.89
2019,7,2019-07-01,ERCOT,ERCOT (Texas),South,78041712.97,79026039.24,23789400.03,23576693.86,10181654.16,14486911.0,3126763.94,1375125.33,1634075.08,855415.84,30.1,29.83,12.88,18.33,3.96,1.74,2.07,1.08
2019,7,2019-07-01,MISO,Midcontinent ISO,Midwest,176235587.19,182592169.67,63747919.48,52900527.4,18056159.77,18312583.53,7613779.62,17235897.63,3067450.68,1657851.57,34.91,28.97,9.89,10.03,4.17,9.44,1.68,0.91
2019,7,2019-07-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,175556986.37,217972536.89,56194664.47,54697375.15,59254962.29,21959629.81,7183878.48,14006492.19,3128125.71,1547408.79,25.78,25.09,27.18,10.07,3.3,6.43,1.44,0.71
2019,7,2019-07-01,SPP,Southwest Power Pool,South-Central,122466609.16,130923722.88,42689621.24,30153997.96,13364320.48,25833096.57,12352089.83,2575731.48,2805439.84,1149425.47,32.61,23.03,10.21,19.73,9.43,1.97,2.14,0.88
2019,7,2019-07-01,WECC,Western Electricity Coordinating Council,Western,196197793.69,215343954.49,71282359.76,47312272.95,21328640.94,19188789.77,20526400.43,29551252.25,4302119.63,1852118.75,33.1,21.97,9.9,8.91,9.53,13.72,2.0,0.86
2019,7,2019-07-01,NY_ISO,New York ISO,Northeast,31974873.28,32560000.03,10271894.89,8258662.36,3738545.05,3687879.35,1197846.22,4398088.14,709203.92,297880.11,31.55,25.36,11.48,11.33,3.68,13.51,2.18,0.91
2019,7,2019-07-01,ISO_NE,ISO New England,Northeast,32108136.14,39516523.16,11131305.42,8380725.29,10663413.3,3892857.15,1472719.94,2923786.35,709631.4,342084.3,28.17,21.21,26.98,9.85,3.73,7.4,1.8,0.87
2019,8,2019-08-01,CAISO,California ISO,Western,46859084.98,48666579.95,13676994.32,12379718.29,5259959.54,5111117.03,4493336.0,6413399.47,899612.5,432442.79,28.1,25.44,10.81,10.5,9.23,13.18,1.85,0.89
2019,8,2019-08-01,ERCOT,ERCOT (Texas),South,58910104.5,61622305.17,18768463.43,16309570.47,8047535.18,13108520.69,2401466.95,1004375.22,1352442.57,629930.67,30.46,26.47,13.06,21.27,3.9,1.63,2.19,1.02
2019,8,2019-08-01,MISO,Midcontinent ISO,Midwest,148862820.16,149236275.23,49948438.94,43079777.4,19679097.89,15950211.4,5571483.02,10869965.87,2778810.5,1358490.21,33.47,28.87,13.19,10.69,3.73,7.28,1.86,0.91
2019,8,2019-08-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,146741295.8,173248977.5,46276638.71,38021835.23,48519431.81,16149603.67,5568343.31,13741794.67,3371885.44,1599444.67,26.71,21.95,28.01,9.32,3.21,7.93,1.95,0.92
2019,8,2019-08-01,SPP,Southwest Power Pool,South-Central,116332051.64,117634450.78,33601220.59,31664144.06,12468932.7,23843359.32,10417228.37,2183202.64,2440176.14,1016186.96,28.56,26.92,10.6,20.27,8.86,1.86,2.07,0.86
2019,8,2019-08-01,WECC,Western Electricity Coordinating Council,Western,159351665.13,163384964.85,44551628.58,44149066.01,20358980.0,18615392.73,13962214.22,16929479.83,3215089.71,1603113.77,27.27,27.02,12.46,11.39,8.55,10.36,1.97,0.98
2019,8,2019-08-01,NY_ISO,New York ISO,Northeast,29069790.04,30939034.78,8592854.53,9045085.12,4009592.68,2955878.67,1109582.74,4365299.4,580023.14,280718.51,27.77,29.24,12.96,9.55,3.59,14.11,1.87,0.91
2019,8,2019-08-01,ISO_NE,ISO New England,Northeast,27352657.28,33784630.79,8748865.69,8603253.04,9866660.41,2930915.01,1196551.56,1652443.99,532743.52,253197.56,25.9,25.46,29.2,8.68,3.54,4.89,1.58,0.75
2019,9,2019-09-01,CAISO,California ISO,Western,40809461.95,43839623.08,12492397.04,10627781.54,4314884.08,4484901.05,3682643.49,7064053.56,714037.52,458924.79,28.5,24.24,9.84,10.23,8.4,16.11,1.63,1.05
2019,9,2019-09-01,ERCOT,ERCOT (Texas),South,63220217.74,64628999.02,19040149.61,18832322.45,7929615.68,12624810.24,2863524.09,1271960.5,1402618.33,663998.13,29.46,29.14,12.27,19.53,4.43,1.97,2.17,1.03
2019,9,2019-09-01,MISO,Midcontinent ISO,Midwest,147390866.3,144643611.52,44925950.93,43957793.96,16674471.86,14490071.65,6639479.32,13912384.38,2725340.16,1318119.27,31.06,30.39,11.53,10.02,4.59,9.62,1.88,0.91
2019,9,2019-09-01,PJM,Pennsylvania-Jersey-Maryland,Northeast,156344435.59,185972911.97,49055449.48,44038331.73,54712026.31,17440603.54,5618013.14,10632743.64,2758263.39,1717480.75,26.38,23.68,29.42,9.38,3.02,5.72,1.48,0.92
2019,9,2019-09-01,SPP,Southwest Power Pool,South-Central,97599954.62,102021480.21,30858256.23,25818635.7,11109847.31,19833906.59,8682549.63,2615633.5,2069134.91,1033516.34,30.25,25.31,10.89,19.44,8.51,2.56,2.03,1.01
2019,9,2019-09-01,WECC,Western Electricity Coordinating Council,Western,161369914.72,187219926.3,58380069.42,43355606.3,21231620.79,18264015.84,15271320.57,25993355.34,3179548.95,1544389.09,31.18,23.16,11.34,9.76,8.16,13.88,1.7,0.82
2019,9,2019-09-01,NY_ISO,New York ISO,Northeast,27067175.69,28418313.8,7649863.29,7965730.2,3474160.28,2667395.67,1132108.91,4719509.35,574901.69,234644.41,26.92,28.03,12.23,9.39,3.98,16.61,2.02,0.83
2019,9,2019-09-01,ISO_NE,ISO New England,Northeast,25999314.32,33956663.24,8761378.74,7805216.09,10318424.29,3067816.26,1067905.78,2126731.31,541866.81,267323.96,25.8,22.99,30.39,9.03,3.14,6.26,1.6,0.79
2019,10,2019-10-01,CAISO,California ISO,Western,49051726.71,51824770.56,17284232.32,12041353.59,6260710.58,5433861.44,4092047.36,5312294.97,951538.71,448731.58,33.35,23.23,12.08,10.49,7.9,10.25,1.84,0.87
2019,10,2019-10-01,ERCOT,ERCOT (Texas),South,60969691.7,64124714.95,19416430.12,19322790.03,6297530.13,13924623.51,2194590.28,1224675.59,1138008.25,606067.04,30.28,30.13,9.82,21.71,3.42,1.91,1.77,0.95
